customer_id,first_name,last_name,email,phone,date_of_birth,driving_license,license_issue_date,license_expiry_date,address,city,registration_date,loyalty_level,created_at,updated_at
577,Natalia,Morozov,customer577@example.com,375293066894,1977-03-21,AB1363358,2012-03-27,2030-11-08,"Street 22, Apt 131",Polotsk,2021-08-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
578,Andrey,Pavlov,customer578@example.com,375292678051,1987-08-12,AB5616776,2016-07-23,2025-08-14,"Street 55, Apt 38",Minsk,2022-08-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
579,Ivan,Morozov,customer579@example.com,375296079496,1952-11-21,AB8457126,2010-06-05,2028-12-15,"Street 36, Apt 3",Brest,2022-09-28,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
580,Mikhail,Semenov,customer580@example.com,375299808972,1974-09-03,AB3927571,2020-03-12,2030-12-19,"Street 44, Apt 118",Grodno,2022-11-10,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
581,Alexander,Pavlov,customer581@example.com,375299115888,1974-08-20,AB4026182,2019-12-17,2030-09-09,"Street 17, Apt 179",Molodechno,2024-10-12,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
582,Alexander,Ivanov,customer582@example.com,375291495294,1996-03-08,AB2619679,2020-02-16,2030-08-11,"Street 98, Apt 60",Borisov,2020-03-24,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
583,Anna,Petrov,customer583@example.com,375292038956,1989-05-04,AB1627774,2023-12-03,2028-06-20,"Street 81, Apt 8",Brest,2022-02-23,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
584,Anna,Sidorov,customer584@example.com,375294350987,1962-05-16,AB8340281,2020-05-08,2026-12-06,"Street 56, Apt 136",Baranovichi,2020-10-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
585,Sergey,Ivanov,customer585@example.com,375293358248,1950-06-25,AB7845563,2019-09-28,2025-06-06,"Street 88, Apt 187",Rechitsa,2023-04-27,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
586,Olga,Kozlov,customer586@example.com,375299402873,1972-06-20,AB3313134,2022-02-15,2028-11-13,"Street 10, Apt 146",Mogilev,2021-09-10,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
587,Alexander,Kozlov,customer587@example.com,375294868381,1953-10-18,AB6551912,2010-04-27,2027-05-13,"Street 91, Apt 92",Mogilev,2021-05-03,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
588,Elena,Morozov,customer588@example.com,375299389396,1969-07-20,AB1950399,2018-12-04,2029-08-09,"Street 84, Apt 8",Gomel,2022-07-09,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
589,Mikhail,Ivanov,customer589@example.com,375293336875,1963-09-27,AB6529924,2022-11-02,2026-08-03,"Street 73, Apt 157",Gomel,2022-02-14,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
590,Elena,Kozlov,customer590@example.com,375293172055,1967-12-02,AB2745857,2010-08-17,2026-11-12,"Street 56, Apt 123",Orsha,2021-01-02,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
591,Sergey,Novikov,customer591@example.com,375297365080,1993-11-24,AB1303581,2018-08-02,2028-07-23,"Street 17, Apt 111",Slutsk,2024-03-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
592,Alexander,Morozov,customer592@example.com,375297169127,1972-04-11,AB8323671,2010-04-08,2025-10-01,"Street 30, Apt 106",Polotsk,2024-01-26,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
593,Tatiana,Smirnov,customer593@example.com,375291954349,1954-01-05,AB8357746,2012-05-02,2027-06-20,"Street 84, Apt 63",Orsha,2021-10-13,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
594,Natalia,Petrov,customer594@example.com,375292288554,1954-05-18,AB4453773,2017-12-24,2027-04-15,"Street 92, Apt 78",Lida,2024-05-28,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
595,Elena,Kuznetsov,customer595@example.com,375296349565,1994-09-17,AB2751175,2010-06-14,2030-10-16,"Street 36, Apt 21",Baranovichi,2021-09-08,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
596,Tatiana,Novikov,customer596@example.com,375294536127,1957-06-24,AB3381714,2010-04-23,2028-11-25,"Street 59, Apt 30",Minsk,2023-01-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
597,Olga,Volkov,customer597@example.com,375296040091,2002-02-02,AB5682394,2023-10-13,2028-01-28,"Street 49, Apt 99",Zhlobin,2020-04-07,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
598,Dmitry,Pavlov,customer598@example.com,375298232405,1984-01-22,AB6119535,2010-09-25,2027-01-20,"Street 97, Apt 87",Pinsk,2024-04-25,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
599,Mikhail,Semenov,customer599@example.com,375298282586,1977-12-24,AB1958290,2022-02-18,2028-12-22,"Street 37, Apt 137",Zhlobin,2023-10-24,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
600,Dmitry,Volkov,customer600@example.com,375298840537,1997-04-05,AB1254735,2014-11-09,2025-04-25,"Street 70, Apt 76",Molodechno,2024-07-02,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
601,Mikhail,Kuznetsov,customer601@example.com,375295202915,2000-11-26,AB1207016,2011-05-19,2030-06-27,"Street 34, Apt 46",Zhlobin,2023-01-15,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
602,Maria,Ivanov,customer602@example.com,375297018384,1980-11-28,AB4654790,2016-01-19,2025-05-20,"Street 71, Apt 81",Mogilev,2023-03-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
603,Andrey,Kozlov,customer603@example.com,375293134439,1964-11-06,AB3464602,2023-10-21,2025-04-04,"Street 84, Apt 10",Brest,2024-08-19,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
604,Ivan,Novikov,customer604@example.com,375294824407,1953-12-09,AB5319211,2010-11-28,2027-09-23,"Street 6, Apt 154",Borisov,2022-02-03,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
605,Alexander,Novikov,customer605@example.com,375292299399,1965-04-11,AB7230376,2023-11-14,2025-11-14,"Street 37, Apt 37",Minsk,2022-10-26,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
606,Mikhail,Volkov,customer606@example.com,375297286684,1980-05-20,AB1522734,2012-06-02,2027-03-19,"Street 4, Apt 28",Baranovichi,2022-09-23,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
607,Sergey,Volkov,customer607@example.com,375291546929,1992-12-05,AB7393623,2022-11-03,2025-04-19,"Street 65, Apt 148",Polotsk,2023-09-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
608,Elena,Ivanov,customer608@example.com,375298924368,1992-09-17,AB8399044,2015-05-07,2029-05-08,"Street 43, Apt 63",Lida,2021-08-11,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
609,Tatiana,Smirnov,customer609@example.com,375298465986,1996-07-12,AB2336977,2015-09-17,2025-06-21,"Street 62, Apt 155",Borisov,2023-07-08,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
610,Elena,Smirnov,customer610@example.com,375297838685,1993-10-22,AB3317607,2019-05-26,2027-06-11,"Street 16, Apt 21",Slutsk,2023-09-05,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
611,Natalia,Smirnov,customer611@example.com,375294018484,1979-01-06,AB3026500,2016-05-25,2029-12-16,"Street 96, Apt 26",Grodno,2020-07-01,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
612,Alexander,Sidorov,customer612@example.com,375299638539,1983-07-14,AB6945304,2012-07-23,2029-04-23,"Street 38, Apt 31",Molodechno,2022-10-20,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
613,Tatiana,Ivanov,customer613@example.com,375292237362,1997-06-15,AB7859779,2020-08-24,2028-05-25,"Street 62, Apt 180",Grodno,2021-12-25,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
614,Dmitry,Ivanov,customer614@example.com,375297205454,1993-11-15,AB7364849,2015-08-06,2029-12-19,"Street 36, Apt 198",Vitebsk,2021-05-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
615,Ivan,Morozov,customer615@example.com,375299685189,1983-10-17,AB8158662,2014-06-13,2027-03-05,"Street 6, Apt 189",Baranovichi,2023-09-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
616,Alexander,Popov,customer616@example.com,375295777999,1960-02-10,AB5594415,2017-08-08,2026-05-09,"Street 78, Apt 193",Vitebsk,2021-11-09,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
617,Alexander,Smirnov,customer617@example.com,375299534539,1998-03-01,AB1666811,2018-09-26,2026-01-16,"Street 4, Apt 95",Baranovichi,2022-10-14,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
618,Elena,Sidorov,customer618@example.com,375298614329,1968-02-23,AB3012269,2017-07-16,2027-02-28,"Street 18, Apt 72",Vitebsk,2022-02-24,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
619,Tatiana,Petrov,customer619@example.com,375296488091,1960-09-11,AB5632324,2017-11-24,2029-11-25,"Street 10, Apt 181",Molodechno,2020-07-04,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
620,Sergey,Novikov,customer620@example.com,375291597875,1990-11-01,AB5125747,2012-10-13,2026-11-07,"Street 34, Apt 121",Grodno,2023-03-24,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
621,Andrey,Sidorov,customer621@example.com,375294331501,1990-02-17,AB4593496,2010-07-03,2028-09-20,"Street 27, Apt 182",Brest,2020-07-23,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
622,Olga,Volkov,customer622@example.com,375294937877,1990-06-16,AB9899661,2020-03-10,2026-05-22,"Street 63, Apt 126",Bobruisk,2024-06-18,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
623,Andrey,Petrov,customer623@example.com,375294673044,1957-05-14,AB8502316,2015-04-22,2028-02-06,"Street 60, Apt 82",Vitebsk,2022-12-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
624,Maria,Kozlov,customer624@example.com,375297912261,1993-04-01,AB5880999,2014-09-07,2028-01-18,"Street 99, Apt 83",Pinsk,2022-07-13,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
625,Anna,Volkov,customer625@example.com,375295373809,1953-05-16,AB4673341,2015-11-27,2025-05-15,"Street 53, Apt 57",Novopolotsk,2021-09-07,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
626,Olga,Morozov,customer626@example.com,375296531182,1958-10-18,AB1334200,2021-01-26,2028-02-25,"Street 91, Apt 86",Lida,2024-02-21,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
627,Elena,Smirnov,customer627@example.com,375297074992,1984-04-06,AB9987534,2016-12-08,2027-03-12,"Street 43, Apt 106",Baranovichi,2024-12-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
628,Ivan,Ivanov,customer628@example.com,375299834133,1956-09-13,AB9135271,2010-03-10,2027-01-08,"Street 81, Apt 198",Borisov,2020-05-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
629,Anna,Pavlov,customer629@example.com,375297723485,1958-12-09,AB2424664,2011-02-17,2030-12-25,"Street 94, Apt 107",Minsk,2020-12-27,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
630,Alexander,Semenov,customer630@example.com,375297561970,1962-10-28,AB6237674,2022-06-14,2029-12-01,"Street 39, Apt 71",Zhlobin,2021-02-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
631,Anna,Kuznetsov,customer631@example.com,375298206394,1955-04-14,AB5673426,2017-05-23,2029-09-08,"Street 49, Apt 5",Svetlogorsk,2023-06-25,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
632,Maria,Smirnov,customer632@example.com,375291417616,1975-04-15,AB7204577,2017-10-04,2030-05-11,"Street 19, Apt 162",Mogilev,2020-09-06,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
633,Maria,Morozov,customer633@example.com,375295193784,1955-03-13,AB8944257,2018-12-27,2029-04-02,"Street 99, Apt 127",Pinsk,2023-05-24,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
634,Dmitry,Ivanov,customer634@example.com,375296392918,1994-10-20,AB7820513,2023-01-09,2030-04-25,"Street 72, Apt 126",Polotsk,2023-06-21,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
635,Mikhail,Kozlov,customer635@example.com,375299103333,1982-09-28,AB2366240,2011-07-23,2025-07-05,"Street 97, Apt 4",Brest,2024-12-04,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
636,Sergey,Kozlov,customer636@example.com,375292906975,1952-07-16,AB3864241,2020-09-16,2026-12-28,"Street 71, Apt 108",Bobruisk,2020-05-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
637,Andrey,Semenov,customer637@example.com,375295548431,1983-06-20,AB7234947,2019-11-06,2026-05-17,"Street 88, Apt 53",Lida,2024-10-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
638,Maria,Smirnov,customer638@example.com,375296539453,1997-12-28,AB3270615,2012-09-23,2028-01-11,"Street 54, Apt 46",Grodno,2023-02-01,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
639,Tatiana,Smirnov,customer639@example.com,375294343156,1994-02-18,AB8693923,2015-02-02,2029-08-20,"Street 21, Apt 18",Lida,2024-04-12,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
640,Sergey,Kuznetsov,customer640@example.com,375295767876,2002-07-19,AB6129639,2015-10-25,2028-05-18,"Street 70, Apt 165",Baranovichi,2020-10-05,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
641,Tatiana,Smirnov,customer641@example.com,375295697377,1961-05-19,AB2716680,2012-09-19,2030-07-11,"Street 74, Apt 198",Novopolotsk,2024-05-26,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
642,Sergey,Sidorov,customer642@example.com,375291044808,2000-04-07,AB2532401,2022-10-05,2026-03-16,"Street 1, Apt 83",Mogilev,2020-03-17,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
643,Anna,Pavlov,customer643@example.com,375298913629,1970-05-17,AB2967908,2013-09-13,2028-07-23,"Street 61, Apt 91",Orsha,2024-06-17,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
644,Olga,Smirnov,customer644@example.com,375293786969,1990-05-23,AB3397195,2023-07-18,2028-08-23,"Street 33, Apt 176",Vitebsk,2024-07-21,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
645,Dmitry,Ivanov,customer645@example.com,375297135212,1979-11-12,AB8114847,2013-10-18,2026-07-12,"Street 23, Apt 192",Minsk,2021-08-12,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
646,Ivan,Morozov,customer646@example.com,375296207491,1971-02-12,AB5257391,2018-01-20,2027-01-21,"Street 36, Apt 165",Svetlogorsk,2023-01-23,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
647,Andrey,Pavlov,customer647@example.com,375291960109,1986-01-28,AB8898869,2019-11-15,2028-03-16,"Street 96, Apt 166",Polotsk,2020-01-12,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
648,Olga,Semenov,customer648@example.com,375293570131,1995-12-06,AB3208690,2011-07-27,2025-01-15,"Street 82, Apt 182",Gomel,2022-02-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
649,Sergey,Pavlov,customer649@example.com,375291279750,1971-11-28,AB6309658,2021-03-19,2030-06-17,"Street 2, Apt 171",Bobruisk,2023-11-22,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
650,Alexander,Smirnov,customer650@example.com,375299414204,1959-12-09,AB2408761,2012-08-02,2027-10-07,"Street 89, Apt 130",Slutsk,2021-11-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
651,Andrey,Kuznetsov,customer651@example.com,375296883514,1957-06-15,AB2444438,2019-08-03,2025-02-06,"Street 94, Apt 23",Brest,2022-10-21,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
652,Dmitry,Ivanov,customer652@example.com,375294649478,1990-06-15,AB2363567,2021-04-10,2030-11-28,"Street 25, Apt 192",Grodno,2022-01-13,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
653,Dmitry,Kuznetsov,customer653@example.com,375293355958,1986-06-14,AB4790986,2023-04-09,2026-03-10,"Street 34, Apt 179",Zhlobin,2022-02-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
654,Olga,Popov,customer654@example.com,375296852886,1999-11-17,AB8544263,2023-11-22,2026-01-27,"Street 75, Apt 99",Grodno,2024-10-07,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
655,Mikhail,Pavlov,customer655@example.com,375295843397,1963-06-23,AB9451778,2018-12-26,2027-02-17,"Street 99, Apt 54",Pinsk,2021-08-09,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
656,Alexander,Novikov,customer656@example.com,375294127701,1980-03-15,AB6418889,2015-10-13,2030-10-02,"Street 42, Apt 180",Vitebsk,2022-01-06,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
657,Maria,Popov,customer657@example.com,375296648416,1991-02-06,AB7006319,2014-03-15,2029-03-25,"Street 3, Apt 113",Zhlobin,2024-10-23,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
658,Tatiana,Volkov,customer658@example.com,375298945220,1965-05-24,AB7261504,2019-06-16,2030-07-10,"Street 6, Apt 60",Rechitsa,2020-07-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
659,Olga,Volkov,customer659@example.com,375291479076,1960-09-06,AB6042941,2019-12-17,2026-10-25,"Street 18, Apt 34",Molodechno,2020-02-10,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
660,Mikhail,Kozlov,customer660@example.com,375297643674,1960-08-01,AB3474488,2013-03-10,2027-02-06,"Street 31, Apt 53",Slutsk,2020-12-08,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
661,Natalia,Novikov,customer661@example.com,375297279004,1950-08-06,AB6783305,2011-08-18,2030-07-23,"Street 28, Apt 121",Bobruisk,2023-12-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
662,Anna,Sidorov,customer662@example.com,375296341139,1998-03-13,AB6488025,2014-11-24,2028-10-13,"Street 69, Apt 19",Lida,2023-11-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
663,Sergey,Morozov,customer663@example.com,375293989029,1999-04-12,AB7078057,2015-09-27,2025-10-20,"Street 97, Apt 102",Mogilev,2021-03-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
664,Ivan,Smirnov,customer664@example.com,375296065677,1977-02-11,AB7443567,2020-03-14,2026-05-10,"Street 50, Apt 173",Svetlogorsk,2020-05-14,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
665,Dmitry,Volkov,customer665@example.com,375299679668,1956-08-26,AB2386477,2015-11-24,2025-11-28,"Street 52, Apt 4",Brest,2022-03-19,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
666,Natalia,Kozlov,customer666@example.com,375291194425,1981-11-22,AB7739464,2016-01-10,2028-05-24,"Street 82, Apt 30",Zhlobin,2024-06-25,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
667,Tatiana,Popov,customer667@example.com,375299976215,1973-02-26,AB4000429,2016-09-25,2028-11-03,"Street 20, Apt 2",Molodechno,2024-05-07,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
668,Anna,Ivanov,customer668@example.com,375298797432,1968-01-04,AB9214484,2017-06-02,2029-11-12,"Street 33, Apt 109",Molodechno,2022-01-18,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
669,Dmitry,Kuznetsov,customer669@example.com,375296987542,1976-01-15,AB6446430,2014-11-02,2029-02-12,"Street 94, Apt 10",Polotsk,2023-04-06,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
670,Elena,Petrov,customer670@example.com,375293114845,1996-03-21,AB9278722,2016-05-12,2028-12-20,"Street 32, Apt 188",Rechitsa,2024-08-02,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
671,Mikhail,Popov,customer671@example.com,375291642355,1959-10-24,AB2696557,2016-09-24,2025-06-21,"Street 96, Apt 78",Slutsk,2023-01-06,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
672,Tatiana,Pavlov,customer672@example.com,375292330152,1977-02-26,AB4215246,2019-05-10,2029-09-18,"Street 32, Apt 178",Gomel,2022-10-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
673,Anna,Kuznetsov,customer673@example.com,375294115755,1967-09-22,AB1767426,2019-07-06,2030-05-09,"Street 1, Apt 105",Baranovichi,2020-07-22,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
674,Andrey,Kuznetsov,customer674@example.com,375298758476,1988-11-11,AB2629867,2013-04-01,2030-06-08,"Street 9, Apt 157",Orsha,2024-08-19,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
675,Natalia,Morozov,customer675@example.com,375296515543,1984-07-16,AB1210843,2015-06-11,2027-08-05,"Street 60, Apt 191",Svetlogorsk,2021-09-23,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
676,Natalia,Volkov,customer676@example.com,375295289809,1975-01-22,AB2318832,2020-08-18,2027-02-07,"Street 96, Apt 136",Lida,2022-05-25,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
677,Maria,Pavlov,customer677@example.com,375298841337,1951-03-20,AB3797337,2019-06-19,2028-07-25,"Street 3, Apt 193",Orsha,2024-12-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
678,Anna,Novikov,customer678@example.com,375293209515,1974-10-28,AB3071885,2011-07-07,2026-02-19,"Street 38, Apt 46",Brest,2023-09-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
679,Sergey,Volkov,customer679@example.com,375295678825,1970-06-21,AB2772324,2020-11-21,2030-06-17,"Street 69, Apt 137",Bobruisk,2021-07-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
680,Andrey,Kozlov,customer680@example.com,375293633482,1961-07-10,AB1055991,2018-06-25,2028-11-06,"Street 88, Apt 26",Bobruisk,2024-11-14,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
681,Anna,Smirnov,customer681@example.com,375291487227,1989-04-05,AB9445000,2011-10-19,2030-07-01,"Street 42, Apt 157",Borisov,2021-10-21,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
682,Natalia,Petrov,customer682@example.com,375297212534,1951-12-20,AB7532030,2018-09-28,2026-03-15,"Street 48, Apt 186",Borisov,2021-08-23,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
683,Mikhail,Sidorov,customer683@example.com,375295915420,1954-01-07,AB8737309,2017-04-22,2029-08-08,"Street 23, Apt 119",Rechitsa,2020-10-27,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
684,Dmitry,Smirnov,customer684@example.com,375298754634,1996-02-01,AB1542282,2020-11-14,2029-08-28,"Street 50, Apt 19",Slutsk,2022-12-18,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
685,Tatiana,Morozov,customer685@example.com,375299961899,1995-01-15,AB9066612,2023-12-02,2027-07-27,"Street 93, Apt 197",Gomel,2022-07-23,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
686,Anna,Petrov,customer686@example.com,375292738505,1959-05-25,AB2875419,2021-03-12,2028-11-11,"Street 19, Apt 63",Svetlogorsk,2021-05-04,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
687,Natalia,Semenov,customer687@example.com,375292242680,1979-12-16,AB5105861,2022-05-11,2027-12-15,"Street 43, Apt 116",Pinsk,2024-05-20,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
688,Dmitry,Sidorov,customer688@example.com,375299754003,1968-01-08,AB7221849,2019-06-23,2027-05-23,"Street 21, Apt 146",Orsha,2023-12-15,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
689,Dmitry,Semenov,customer689@example.com,375293156762,1959-10-10,AB7446253,2014-11-08,2025-04-19,"Street 39, Apt 38",Novopolotsk,2020-05-12,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
690,Maria,Morozov,customer690@example.com,375293859007,1972-11-05,AB9406983,2015-09-12,2028-08-21,"Street 22, Apt 135",Svetlogorsk,2021-08-13,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
691,Natalia,Petrov,customer691@example.com,375296743965,1964-05-07,AB4763297,2012-05-20,2030-02-21,"Street 26, Apt 92",Svetlogorsk,2023-10-21,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
692,Tatiana,Novikov,customer692@example.com,375294831434,1997-04-12,AB1550972,2016-11-04,2027-09-03,"Street 35, Apt 142",Polotsk,2024-02-26,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
693,Maria,Morozov,customer693@example.com,375299773624,1965-04-09,AB4064939,2021-11-28,2026-04-23,"Street 92, Apt 117",Brest,2020-10-09,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
694,Alexander,Semenov,customer694@example.com,375294187908,1996-02-05,AB9767063,2014-01-07,2026-04-19,"Street 98, Apt 149",Svetlogorsk,2023-02-18,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
695,Mikhail,Pavlov,customer695@example.com,375292225651,1962-08-04,AB8413819,2011-08-07,2025-09-19,"Street 28, Apt 154",Svetlogorsk,2022-10-01,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
696,Alexander,Semenov,customer696@example.com,375298426297,1999-11-07,AB8654679,2010-05-25,2028-10-09,"Street 64, Apt 162",Brest,2022-09-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
697,Natalia,Kuznetsov,customer697@example.com,375295432538,1984-04-11,AB5618572,2020-09-17,2027-11-15,"Street 15, Apt 194",Brest,2023-01-11,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
